country,country_code,indicator,indicator_code,year,value
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2007,0.06156
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,0.80396
Canada,CAN,Gini index,SI.POV.GINI,2008,33.9
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2008,83.05
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2008,78.51
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2008,80.7246341463415
Canada,CAN,Population growth (annual %),SP.POP.GROW,2008,0.01083871149194
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2008,0.06284
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,0.80578
Canada,CAN,Gini index,SI.POV.GINI,2009,34.0
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2009,83.33
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2009,78.91
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,81.0660975609756
Canada,CAN,Population growth (annual %),SP.POP.GROW,2009,0.0114470768476526
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2009,0.08460000000000001
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2009,0.80758
Canada,CAN,Gini index,SI.POV.GINI,2010,33.6
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2010,83.54
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2010,79.21
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,81.3221951219512
Canada,CAN,Population growth (annual %),SP.POP.GROW,2010,0.011113520297169398
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2010,0.08178
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2010,0.8093699999999999
Canada,CAN,Gini index,SI.POV.GINI,2011,32.7
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2011,83.68
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2011,79.39
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,81.4826829268293
Canada,CAN,Population growth (annual %),SP.POP.GROW,2011,0.0097540725097113
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2011,0.07637
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2011,0.81096
Canada,CAN,Gini index,SI.POV.GINI,2012,33.5
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2012,83.82
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2012,79.61
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,81.6636585365854
Canada,CAN,Population growth (annual %),SP.POP.GROW,2012,0.0108374652233653
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2012,0.07392
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2012,0.81137
Canada,CAN,Gini index,SI.POV.GINI,2013,33.8
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2013,83.85
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2013,79.74
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,81.7448780487805
Canada,CAN,Population growth (annual %),SP.POP.GROW,2013,0.010533809805531799
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,0.005
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2013,0.07143
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2013,0.81178
Canada,CAN,Gini index,SI.POV.GINI,2014,33.2
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2014,83.91
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2014,79.76
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,81.7843902439025
Canada,CAN,Population growth (annual %),SP.POP.GROW,2014,0.0100142284689661
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2014,0.07023
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2014,0.81218
Canada,CAN,Gini index,SI.POV.GINI,2015,33.7
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2015,83.89
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2015,79.86
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2015,81.8258536585366
Canada,CAN,Population growth (annual %),SP.POP.GROW,2015,0.007603001452389359
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,0.005
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,0.06945
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2015,0.81259
Canada,CAN,Gini index,SI.POV.GINI,2016,32.7
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2016,84.04
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2016,79.94
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2016,81.94
Canada,CAN,Population growth (annual %),SP.POP.GROW,2016,0.0113153974027004
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,0.005
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2016,0.07038
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2016,0.813
Canada,CAN,Gini index,SI.POV.GINI,2017,33.3
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2017,84.0
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2017,79.73
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,81.8129268292683
Canada,CAN,Population growth (annual %),SP.POP.GROW,2017,0.011954357545155302
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,0.005
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2017,0.06426
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2017,0.8134999999999999
Canada,CAN,Gini index,SI.POV.GINI,2018,32.5
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2018,83.96
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2018,79.76
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,81.8087804878049
Canada,CAN,Population growth (annual %),SP.POP.GROW,2018,0.014332261567935201
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,0.05837
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018,0.81411
Canada,CAN,Gini index,SI.POV.GINI,2019,31.7
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2019,84.32
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2019,80.11
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2019,82.1636585365854
Canada,CAN,Population growth (annual %),SP.POP.GROW,2019,0.0146171259938134
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,0.056900000000000006
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019,0.81482
Canada,CAN,Gini index,SI.POV.GINI,2020,29.9
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2020,83.84
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2020,79.34
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,81.5351219512195
Canada,CAN,Population growth (annual %),SP.POP.GROW,2020,0.0108436897113225
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2020,0.09657
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2020,0.81562
Canada,CAN,Gini index,SI.POV.GINI,2021,29.9
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2021,83.96
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2021,79.19
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2021,81.5168292682927
Canada,CAN,Population growth (annual %),SP.POP.GROW,2021,0.00553902422386893
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2021,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2021,0.07527
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2021,0.8165300000000001
Canada,CAN,Gini index,SI.POV.GINI,2022,29.9
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2022,83.54
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2022,79.06
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2022,81.2453658536585
Canada,CAN,Population growth (annual %),SP.POP.GROW,2022,0.0180390457488184
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2022,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2022,0.05279
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2022,0.8175199999999999
Canada,CAN,Gini index,SI.POV.GINI,2023,29.9
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2023,83.89
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2023,79.51
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2023,81.6465853658537
Canada,CAN,Population growth (annual %),SP.POP.GROW,2023,0.029046801706116197
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2023,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2023,0.054150000000000004
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2023,0.8186199999999999
Canada,CAN,Gini index,SI.POV.GINI,2024,29.9
Canada,CAN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2024,83.89
Canada,CAN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2024,79.51
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2024,81.6465853658537
Canada,CAN,Population growth (annual %),SP.POP.GROW,2024,0.0296220294420494
Canada,CAN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2024,0.002
Canada,CAN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2024,0.0645
Canada,CAN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2024,0.8198000000000001
China,CHN,Gini index,SI.POV.GINI,2000,42.0
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2000,74.895
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2000,69.85
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2000,72.288
China,CHN,Population growth (annual %),SP.POP.GROW,2000,0.00787956592953992
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2000,0.48100000000000004
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2000,0.0326
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2000,0.35877000000000003
China,CHN,Gini index,SI.POV.GINI,2001,42.0
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2001,75.287
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2001,70.235
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2001,72.675
China,CHN,Population growth (annual %),SP.POP.GROW,2001,0.0072638063783852505
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2001,0.48100000000000004
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2001,0.038
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2001,0.37093000000000004
China,CHN,Gini index,SI.POV.GINI,2002,42.0
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2002,75.657
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2002,70.587
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2002,73.034
China,CHN,Population growth (annual %),SP.POP.GROW,2002,0.00669999567758626
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2002,0.48100000000000004
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2002,0.0424
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2002,0.38425
China,CHN,Gini index,SI.POV.GINI,2003,42.0
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2003,76.022
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2003,70.931
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2003,73.385
China,CHN,Population growth (annual %),SP.POP.GROW,2003,0.00622860936133583
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2003,0.48100000000000004
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2003,0.0458
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2003,0.39776000000000006
China,CHN,Gini index,SI.POV.GINI,2004,40.9
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2004,76.37
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2004,71.27
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2004,73.727
China,CHN,Population growth (annual %),SP.POP.GROW,2004,0.00593932815112141
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2004,0.331
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2004,0.0449
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2004,0.41144
China,CHN,Gini index,SI.POV.GINI,2005,40.9
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2005,76.769
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2005,71.595
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2005,74.085
China,CHN,Population growth (annual %),SP.POP.GROW,2005,0.00588124989556992
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2005,0.331
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2005,0.0452
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2005,0.42522
China,CHN,Gini index,SI.POV.GINI,2006,40.9
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2006,77.1
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2006,71.904
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2006,74.404
China,CHN,Population growth (annual %),SP.POP.GROW,2006,0.005583743673730019
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2006,0.331
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2006,0.0443
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2006,0.43868
China,CHN,Gini index,SI.POV.GINI,2007,43.0
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2007,77.436
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2007,72.326
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2007,74.789
China,CHN,Population growth (annual %),SP.POP.GROW,2007,0.00522271866392275
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2007,0.262
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2007,0.0435
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2007,0.45199
China,CHN,Gini index,SI.POV.GINI,2008,43.0
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2008,77.498
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2008,72.361
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2008,74.833
China,CHN,Population growth (annual %),SP.POP.GROW,2008,0.005123869316374399
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2008,0.262
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2008,0.045899999999999996
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2008,0.46539
China,CHN,Gini index,SI.POV.GINI,2009,43.0
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2009,78.033
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2009,72.801
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2009,75.317
China,CHN,Population growth (annual %),SP.POP.GROW,2009,0.00497381400884935
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2009,0.262
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2009,0.0472
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2009,0.4788
China,CHN,Gini index,SI.POV.GINI,2010,43.7
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2010,78.329
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2010,73.191
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2010,75.668
China,CHN,Population growth (annual %),SP.POP.GROW,2010,0.0048295968867836095
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2010,0.20600000000000002
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2010,0.0453
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2010,0.49226
China,CHN,Gini index,SI.POV.GINI,2011,42.4
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2011,78.65
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2011,73.334
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2011,75.889
China,CHN,Population growth (annual %),SP.POP.GROW,2011,0.0054645759488027405
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2011,0.157
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2011,0.0455
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2011,0.5051100000000001
China,CHN,Gini index,SI.POV.GINI,2012,42.2
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2012,78.981
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2012,73.624
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2012,76.2
China,CHN,Population growth (annual %),SP.POP.GROW,2012,0.00678345458846803
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2012,0.132
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2012,0.0458
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2012,0.51765
China,CHN,Gini index,SI.POV.GINI,2013,39.7
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2013,79.223
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2013,73.881
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2013,76.452
China,CHN,Population growth (annual %),SP.POP.GROW,2013,0.00666072977690069
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2013,0.062
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2013,0.046
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2013,0.53013
China,CHN,Gini index,SI.POV.GINI,2014,39.2
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2014,79.51
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2014,74.119
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2014,76.714
China,CHN,Population growth (annual %),SP.POP.GROW,2014,0.00630326389541893
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2014,0.047
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2014,0.0463
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2014,0.54259
China,CHN,Gini index,SI.POV.GINI,2015,38.6
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2015,79.785
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2015,74.365
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2015,76.975
China,CHN,Population growth (annual %),SP.POP.GROW,2015,0.00581456146657648
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2015,0.03
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2015,0.04650000000000001
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2015,0.555
China,CHN,Gini index,SI.POV.GINI,2016,38.5
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2016,80.052
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2016,74.575
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2016,77.214
China,CHN,Population growth (annual %),SP.POP.GROW,2016,0.00573050906069647
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2016,0.022000000000000002
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2016,0.045599999999999995
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2016,0.56736
China,CHN,Gini index,SI.POV.GINI,2017,39.1
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2017,80.27
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2017,74.448
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2017,77.235
China,CHN,Population growth (annual %),SP.POP.GROW,2017,0.00605245013482969
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2017,0.017
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2017,0.0447
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2017,0.5796
China,CHN,Gini index,SI.POV.GINI,2018,38.5
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2018,80.573
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2018,75.034
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2018,77.709
China,CHN,Population growth (annual %),SP.POP.GROW,2018,0.0046767205346195904
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2018,0.008
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2018,0.0431
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2018,0.59152
China,CHN,Gini index,SI.POV.GINI,2019,38.2
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2019,80.747
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2019,75.303
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2019,77.94
China,CHN,Population growth (annual %),SP.POP.GROW,2019,0.00354740890170827
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2019,0.0
China,CHN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2019,0.045599999999999995
China,CHN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,2019,0.60308
China,CHN,Gini index,SI.POV.GINI,2020,37.1
China,CHN,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,2020,80.999
China,CHN,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,2020,75.245
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,2020,78.019
China,CHN,Population growth (annual %),SP.POP.GROW,2020,0.00238040870229883
China,CHN,Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),SI.POV.DDAY,2020,0.0
